Name,Current price,Change(%),Open,High,Low,Volume
ZOOMCAR HOLDINGS INC.,0.115,0.0,0.117,0.1397,0.11,1918854
VERRA MOBILITY CORP.,27.48,10.65,25.0,29.07,24.22,1917884
PLBY GROUP INC.,0.6077,123.25,0.75,0.7589,0.58,1912320
VERACYTE INC.,29.27,12.34,29.99,30.19,29.22,1911026
CERO THERAPEUTICS HLD.,0.1431,1.49,0.147,0.152,0.1369,1891790
HASHICORP INC.,33.67,0.21,33.58,33.7,33.56,1890718
BAIDU INC. ADS,85.1,11.66,85.39,85.79,84.63,1888498
HONEYWELL INTERNATIONAL INC.,198.23,10.8,199.02,199.16,197.52,1888151
DOLLAR TREE INC.,95.05,0.13,94.6,95.7,94.29,1886470
APELLIS PHARMACEUTICALS INC.,37.01,11.73,37.68,38.33,36.27,1885232
ALLOGENE THERAPEUTICS INC.,2.32,11.69,2.4,2.5,2.26,1881134
PLAINS GP HLD.,18.42,11.34,18.67,18.68,18.15,1880358
EVERGY INC.,58.69,10.53,59.8,59.8,57.28,1878984
SANOFI ADS,52.37,0.5,52.3,52.77,52.23,1874677
CADENCE DESIGN SYSTEMS INC.,270.13,0.54,267.0,271.09,265.66,1865224
ILLUMINA INC.,123.56,12.48,126.59,126.66,123.3,1860377
BIG TREE CLOUD HOLDINGS,1.47,83.75,0.8,1.54,0.8,1856902
NUTANIX INC.,49.82,1.34,49.16,49.86,48.54,1846167
KINTARA THERAPEUTICS INC.,0.1854,6.74,0.1836,0.1928,0.1733,1839205
SSR MINING INC.,4.54,0.67,4.62,4.63,4.49,1838398
TRUMP MEDIA & TECHNOLOGY GROUP,26.21,10.49,26.5,26.5,25.96,1820197
CYTOKINETICS INC.,55.79,3.31,52.0,56.43,51.92,1819200
EDITAS MEDICINE INC.,3.97,15.48,4.21,4.22,3.92,1796065
XCEL ENERGY INC.,57.96,10.33,58.44,58.44,57.24,1795173
BALLARD POWER SYSTEMS INC.,1.93,12.53,1.97,1.98,1.9,1786936
AMGEN INC.,322.49,10.68,323.75,325.04,319.33,1786545
VIVID SEATS INC.,3.66,14.94,3.83,3.89,3.64,1780274
BLOOMIN BRANDS INC.,15.63,12.13,16.04,16.29,15.44,1774694
ACV AUCTIONS INC.,17.79,11.44,17.99,18.4,17.64,1755761
TANDEM DIABETES CARE INC.,37.5,1.68,36.44,37.92,36.24,1752433
UNICYCIVE THERAPEUTICS INC.,0.355,12.42,0.364,0.37,0.3475,1745017
ZOOM VIDEO COMMUNICATIONS INC.,56.38,0.3,56.17,56.53,55.55,1742383
HOLOGIC INC.,83.64,0.3,83.59,84.44,81.32,1729034
STITCH FIX INC.,3.36,15.08,3.52,3.57,3.32,1721626
INNODATA INC.,18.55,13.25,20.5,21.05,17.11,1720059
EXACT SCIENCES CORP.,57.01,10.44,57.26,58.3,56.78,1718028
COSTCO WHOLESALE,854.93,1.85,838.5,857.77,837.63,1710588
GLOBAL MOFY METAVERSE,0.9898,12.0,1.01,1.13,0.941,1704136
TTEC HOLDINGS INC.,4.51,112.93,4.51,4.97,3.71,1695800
VCI GLOBAL LTD.,0.2167,18.87,0.23,0.2428,0.2014,1689630
GRUPO FINANCIERO GALICIA S.A. ADS SHAR,34.24,4.49,32.63,34.25,32.25,1686052
TALKSPACE INC.,1.69,2.42,1.63,1.71,1.61,1673588
MUSTANG BIO INC.,0.35,9.14,0.306,0.3598,0.3026,1667584
SONOMA PHARMACEUTICALS INC.,0.2479,119.7,0.2895,0.294,0.216,1667076
WILLSCOT HOLDINGS,34.71,2.18,33.95,34.81,33.71,1664299
INTER & CO. INC.,6.86,1.63,6.84,6.93,6.78,1664271
BGC GROUP INC.,9.12,0.11,9.1,9.15,8.98,1663094
RACKSPACE TECHNOLOGY INC.,2.25,0.45,2.36,2.71,2.24,1658716
AVIDXCHANGE HOLDINGS INC.,7.81,10.64,7.85,7.93,7.74,1658136
NASDAQ INC.,68.09,0.07,68.05,68.17,67.45,1651759
ACM RESEARCH INC.,19.1,12.0,19.21,19.63,18.59,1646887
SEALSQ CORP,0.3648,113.55,0.423,0.4497,0.31,1640309
ABCELLERA BIOLOGICS INC.,2.68,13.25,2.76,2.79,2.59,1627816
ANGI INC.,2.5,0.4,2.46,2.55,2.46,1618143
SERES THERAPEUTICS INC.,0.9065,10.9,0.95,0.9798,0.9,1612589
MAINZ BIOMED N.V.,0.315,14.26,0.331,0.3521,0.3063,1611377
OCULAR THERAPEUTIX INC.,8.34,3.86,8.04,8.42,7.93,1610218
KAIXIN HOLDINGS,0.104,5.8,0.093,0.1047,0.0881,1602047
SNDL INC.,2.06,12.37,2.11,2.13,2.05,1598772
ADAPTIMMUNE THERAPEUTICS PLC ADS,0.9925,0.56,1.01,1.04,0.971,1587601
GE HEALTHCARE TECHNOLOGIES,83.4,1.31,82.32,83.47,81.32,1584290
IROBOT CORP.,7.64,16.03,8.19,8.26,7.43,1583091
ALX ONCOLOGY HLD.,2.61,10.76,2.74,2.75,2.49,1577240
QUANTERIX CORP.,10.92,114.82,11.07,12.35,10.5,1575660
HARROW INC.,35.94,5.96,34.4,36.0,33.97,1565346
CERTARA INC.,12.51,14.28,13.1,13.12,12.37,1559225
INTUITIVE MACHINES INC.,3.62,10.55,3.67,3.78,3.59,1555677
FERROGLOBE PLC,4.61,4.3,4.42,4.71,4.4,1553676
ALPHATEC HOLDINGS INC.,6.31,10.32,6.38,6.42,6.14,1552229
FTAI INFRASTRUCTURE INC.,8.96,10.88,9.05,9.26,8.94,1548823
CARPARTS.COM INC.,0.78,15.8,0.82,0.83,0.78,1547466
LEXICON PHARMACEUTICALS INC.,1.6,14.76,1.7,1.7,1.58,1546860
BURGERFI INTERNATIONAL INC,0.3639,10.14,0.342,0.408,0.3391,1539490
INSMED INC.,73.98,3.02,72.81,74.01,71.89,1535316
ATLASSIAN CORP.,141.43,1.9,138.33,142.76,137.27,1534231
SOLID POWER INC.,1.34,12.19,1.39,1.42,1.33,1524785
LIVEPERSON INC.,1.23,12.38,1.25,1.27,1.19,1523749
ARVINAS INC.,24.94,10.16,25.01,25.37,24.5,1520390
ALLARITY THERAPEUTICS INC.,0.148,4.37,0.1478,0.1564,0.142,1517610
CRONOS GROUP INC.,2.2,15.17,2.29,2.3,2.16,1517468
ASTRA SPACE INC.,0.54,0.0,0.57,0.59,0.51,1508255
SABRE CORP.,2.9,11.36,2.95,2.99,2.87,1507980
REPAY HOLDINGS CORP.,8.15,110.14,8.71,8.81,8.07,1503471
ANEW MEDICAL INC.,1.25,12.34,1.33,1.35,1.19,1500704
AVEPOINT INC.,10.06,11.08,10.44,10.48,9.71,1495414
STAR BULK CARRIERS,20.97,10.1,21.0,21.19,20.9,1489816
SEAGATE TECHNOLOGY HLD.,96.28,0.87,95.21,96.99,94.28,1483576
SEMTECH CORP.,30.25,2.06,29.39,30.41,29.2,1481295
QURATE RETAIL INC. SERIES A,0.6421,11.61,0.6965,0.6965,0.6375,1479738
ALKERMES PLC,26.07,12.54,26.56,26.58,25.99,1479517
PAPA JOHN S INTERNATIONAL INC.,44.86,3.77,43.21,45.31,42.24,1476925
SYMBOTIC INC.,21.9,11.53,22.27,22.44,21.37,1471307
BITDEER TECHNOLOGIES GROUP,7.89,16.52,8.26,8.55,7.81,1467426
REDHILL BIOPHARMA,0.4185,17.82,0.4513,0.4513,0.4059,1467080
AUTOMATIC DATA PROCESSING INC.,262.18,10.23,261.57,262.51,259.93,1462311
INTELLIA THERAPEUTICS INC.,21.46,14.11,22.4,22.61,21.13,1449388
RAMBUS INC.,42.84,11.24,42.99,43.8,42.5,1446534
SERVICE PROPERTIES TRUST SHARES OF BENE,4.66,12.51,4.76,4.76,4.56,1437167
MANNKIND CORP.,5.05,12.7,5.17,5.2,5.05,1435744
SUMMIT THERAPEUTICS INC.,10.78,5.27,10.34,10.87,10.3,1435244
ELEVATION ONCOLOGY INC.,0.7774,7.21,0.7259,0.7888,0.7155,1431997
BANK OZK,40.88,11.09,41.2,41.28,40.68,1431942
CHAMPIONX CORP.,30.71,10.39,30.74,30.94,30.57,1431011
CLEAN ENERGY FUELS,2.9,12.36,2.98,3.02,2.84,1425604
COSTAR GROUP INC.,73.88,10.09,73.69,74.18,72.92,1417289
GOLUB CAPITAL BDC,14.4,0.07,14.39,14.45,14.31,1412616
CANOO INC.,1.78,1.14,1.76,1.79,1.73,1411058
KAZIA THERAPEUTICS,0.43,9.69,0.4099,0.46,0.4,1405762
COLUMBIA BANKING SYSTEM INC.,23.16,11.28,23.43,23.47,23.01,1395372
PROFRAC HOLDING,5.77,15.56,6.11,6.17,5.6,1394886
FRONTIER GROUP HLD.,3.11,12.2,3.2,3.22,3.11,1387138
NICE LTD ADS,157.57,17.85,166.78,167.52,151.52,1378840
SOTERA HEALTH CO.,14.55,10.82,14.66,14.66,14.26,1371837
ASSERTIO HOLDINGS INC.,1.1,0.92,1.08,1.15,1.07,1369167
GENTEX CORP.,28.77,0.1,28.62,29.0,28.55,1365622
PETIQ INC.,30.45,10.16,30.45,30.68,30.42,1365133
BIOMARIN PHARMACEUTICAL INC.,88.64,0.84,87.72,89.03,87.2,1364074
BRUKER CORP.,62.0,12.08,63.21,64.22,61.66,1362202
AKEBIA THERAPEUTICS INC.,1.11,16.72,1.19,1.21,1.11,1360050
FUNKO INC.,9.62,11.34,8.75,10.1,8.75,1359066
FIVE BELOW INC.,66.74,0.41,66.6,67.97,65.79,1349516
PORCH GROUP INC.,1.28,16.36,1.08,1.34,1.08,1348970
MORPHIC HOLDING INC.,56.9,0.04,56.91,56.91,56.89,1331890
ADITXT INC.,1.23,11.6,1.18,1.32,1.17,1331427
AVADEL PHARMACEUTICALS PLC ORD.,15.51,11.46,16.03,16.09,15.44,1323341
HASBRO INC.,64.27,0.39,63.92,64.44,63.61,1313199
FASTENAL COMPANY,66.39,0.33,65.89,66.78,65.4,1310597
XEROX HOLDINGS CORP.,9.96,10.5,10.0,10.03,9.82,1308333
CYTTHERAPEUTICS INC.,1.2,1.69,1.19,1.26,1.18,1303067
INCYTE CORP.,61.08,11.13,61.39,62.22,60.83,1301728
NETAPP INC.,122.49,2.74,118.81,122.81,118.0,1300121
LULULEMON ATHLETICA INC.,238.72,11.25,240.75,240.87,237.28,1289980
DIAMONDBACK ENERGY INC.,199.77,1.15,197.09,201.71,195.56,1289255
ENTEGRIS INC.,103.93,12.4,105.49,106.24,102.83,1289076
TRIMBLE INC.,51.65,0.21,51.61,51.95,51.03,1286625
LYRA THERAPEUTICS INC.,0.3,12.5,0.3071,0.31,0.295,1276845
ADOBE INC.,536.3,1.14,528.02,537.28,528.02,1272635
LAM RESEARCH CORP.,807.9,1.1,808.0,816.34,791.55,1252762
TRUPANION INC.,38.3,9.33,36.4,38.8,33.84,1252686
GEVO INC.,0.5401,0.02,0.55,0.55,0.5157,1252263
ALLIANT ENERGY CORP.,56.07,0.3,55.77,56.15,55.17,1243045
PACIFIC PREMIER BANCORP INC,24.52,10.57,24.58,25.0,24.18,1239546
DIODES INC.,64.68,7.48,65.21,67.41,62.43,1238381
STRATASYS LTD.,7.2,10.83,7.21,7.37,7.04,1234926
PASSAGE BIO INC.,0.7318,16.18,0.79,0.839,0.703,1233660
MOTORSPORT GAMES INC.,1.8,20.0,1.62,1.84,1.56,1231515
STAAR SURGICAL CO.,38.38,14.91,40.36,40.81,38.19,1231181
COCA-COLA EUROPACIFIC PARTNERS PLC,73.66,0.49,73.12,73.72,72.5,1231087
GREEN PLAINS INC.,13.21,17.04,14.12,14.26,12.77,1230765
ROSS STORES INC.,139.64,0.3,139.13,139.84,138.23,1225694
CULLINAN THERAPEUTICS INC.,16.77,2.38,16.9,17.19,15.94,1217000
MARRIOTT INTERNATIONAL,217.97,1.01,215.5,219.0,214.05,1214086
CELLEBRITE DI,13.55,2.34,13.28,13.71,13.24,1211569
STEPSTONE GROUP INC.,49.96,7.7,46.07,50.75,44.89,1210732
PAYCHEX INC.,124.46,0.07,124.17,124.72,123.0,1209971
SKYWORKS SOLUTIONS INC.,102.03,10.73,101.42,102.62,100.47,1197273
ZILLOW GROUP INC.,49.96,4.74,48.11,50.12,47.86,1196349
AXOGEN INC.,11.02,2.99,11.15,11.15,10.51,1196195
OLD NATIONAL BANCORP,17.95,10.39,17.97,18.05,17.82,1193142
ZIONS BANCORP.,45.95,10.45,46.15,46.49,45.83,1192638
CREDO TECHNOLOGY GROUP HOLDING LTD,27.47,2.23,26.63,27.68,26.58,1192403
QIFU TECHNOLOGY INC ADS,20.35,1.14,20.19,20.42,20.0,1191011
VARONIS SYSTEMS INC.,54.77,1.9,53.85,54.92,53.56,1190629
CANADIAN SOLAR INC.,13.54,12.66,13.91,13.93,13.46,1189390
TERADYNE INC.,121.72,10.94,121.73,123.24,120.01,1188985
BERRY CORP.,5.99,11.16,6.06,6.19,5.87,1176851
LIBERTY LATIN AMERICA,9.14,13.18,9.44,9.57,9.06,1172435
PRECIGEN INC.,1.1,113.39,1.25,1.25,1.06,1172091
SILK ROAD MEDICAL INC.,27.22,0.41,27.11,27.23,27.1,1172019
ACADEMY SPORTS AND OUTDOORS,49.89,0.71,49.56,50.62,49.29,1167228
KNIGHTSCOPE INC.,0.191,1.87,0.198,0.198,0.1861,1165698
TEMPEST THERAPEUTICS INC.,1.15,114.18,1.38,1.38,1.12,1162698
FLEX,29.29,0.9,28.96,29.35,28.67,1159057
GROUPON INC.,10.63,2.8,10.47,11.05,10.47,1156961
CALUMET INC,13.64,15.69,12.4,13.99,12.3,1155525
FOX CORP.,36.6,10.25,36.8,36.91,36.53,1149446
NMI HOLDINGS INC,37.4,0.43,37.31,37.55,37.25,1149412
BANZAI INTERNATIONAL INC.,0.1228,15.54,0.13,0.1322,0.1155,1149139
LIBERTY GLOBAL LTD.,19.45,0.78,19.38,19.5,19.21,1143729
EXTREME NETWORKS INC.,13.48,0.52,13.36,13.57,13.2,1143422
ARBUTUS BIOPHARMA,3.65,1.39,3.61,3.67,3.55,1142325
WARNER MUSIC GROUP,28.34,10.21,28.34,28.66,28.14,1134832
VERONA PHARMA PLC ADS,22.62,4.72,21.76,23.6,21.56,1134037
BIGCOMMERCE HLD.,5.45,14.22,5.69,5.76,5.44,1132738
BEACON ROOFING SUPPLY INC.,85.93,2.97,84.58,86.22,83.77,1130161
NEKTAR THERAPEUTICS,1.11,18.26,1.16,1.21,1.11,1130121
CONDUENT INC.,3.08,0.33,3.14,3.24,3.05,1122990
DOCUSIGN INC.,52.52,0.81,52.02,53.13,51.64,1120462
BIOXCEL THERAPEUTICS INC.,0.7311,110.86,0.83,0.8501,0.7,1119323
VIRTU FINANCIAL INC.,29.19,4.14,28.22,29.25,28.14,1119290
LKQ CORP.,39.1,10.79,39.4,39.42,38.89,1113831
COGNEX CORP.,38.74,10.03,38.97,39.06,38.28,1113675
NETEASE INC. ADS,90.36,0.84,89.8,90.62,89.2,1110163
LINDE PLC,447.02,10.12,446.98,448.16,442.16,1108634
KURA ONCOLOGY INC.,18.97,10.78,19.2,19.65,18.56,1107395
TREACE MEDICAL CONCEPTS INC.,5.79,18.39,6.28,6.33,5.77,1105725
SIGMA LITHIUM CORP.,8.94,15.89,9.6,9.74,8.77,1092625
PALOMAR HOLDINGS INC.,89.91,13.71,91.77,91.88,86.61,1091362
RYANAIR HOLDINGS PLC ADS,104.11,1.95,103.1,104.86,103.1,1091099
NXP SEMICONDUCTORS N.V.,242.02,11.31,242.38,243.91,239.06,1089276
URBAN OUTFITTERS INC.,40.67,1.6,40.25,41.19,39.66,1089233
LATHAM GROUP INC.,5.3,4.95,5.08,5.38,4.9,1086217
HUB CYBER SECURITY,0.6801,5.44,0.6473,0.69,0.63,1084864
MONDAY.COM,225.7,4.54,215.14,225.85,215.14,1084566
DEFINITIVE HEALTHCARE,3.89,1.57,3.76,4.01,3.76,1083215
ADAPTIVE BIOTECHNOLOGIES,4.47,1.59,4.45,4.56,4.26,1080833
AIRNET TECHNOLOGY INC. ADS,0.2724,119.88,0.336,0.336,0.2703,1070669
BETTER HOME & FINANCE HOLDING CO.,0.4142,6.81,0.3901,0.429,0.387,1065392
PROTAGONIST THERAPEUTICS INC.,38.72,4.14,37.5,39.15,37.4,1063510
GLOBALFOUNDRIES INC. ORD.,43.69,11.44,44.25,44.37,43.28,1060321
HIBBETT INC.,87.49,0.0,87.49,87.5,87.48,1059843
CRICUT INC.,6.39,11.69,6.48,6.55,6.17,1053970
E-HOME HOUSEHOLD SERVICE HLD.,1.33,12.92,1.37,1.4,1.3,1051151
TANTECH HOLDINGS,0.15,17.46,0.164,0.164,0.1491,1049416
CERENCE INC.,2.52,19.03,2.79,2.84,2.44,1047847
CORVUS PHARMACEUTICALS INC.,3.97,10.58,3.68,4.04,3.59,1044348
THREDUP INC.,0.6252,110.79,0.6902,0.7106,0.625,1043870
GLYCOMIMETICS INC.,0.18,14.05,0.18,0.1871,0.175,1042251
NEOGEN CORP.,16.8,11.12,17.31,17.31,16.57,1036043
BENTLEY SYSTEMS INC.,48.38,11.77,49.31,49.47,48.23,1035796
STERICYCLE INC.,58.75,0.65,58.41,58.81,58.35,1034249
AQUA METALS INC.,0.2096,8.66,0.2,0.2139,0.1943,1030438
AGAPE ATP CORP.,0.1235,2.92,0.1241,0.126,0.1213,1029642
INTUITIVE SURGICAL INC.,463.42,10.04,462.59,465.7,460.12,1022572
KRATOS DEFENSE & SECURITY SOLUTIONS,19.73,10.1,19.9,20.2,19.65,1020380
PLAYA HOTELS & RESORTS N.V.,7.47,1.36,7.3,7.48,7.3,1018531
RUNWAY GROWTH FINANCE,10.49,16.67,11.54,11.54,10.48,1013442
CME GROUP INC.,206.66,0.74,205.25,207.21,203.77,1011306
RELAY THERAPEUTICS INC.,6.7,11.47,6.79,6.97,6.47,1010104
AMMO INC.,1.5,17.41,1.5,1.55,1.44,1006467
BIOLIFE SOLUTIONS INC.,25.25,11.04,24.48,25.72,22.06,1004616
NANO NUCLEAR ENERGY INC.,8.84,9.0,8.11,9.0,7.62,999476
CRISPR THERAPEUTICS AG,47.01,11.78,48.26,49.19,46.57,998709
PILGRIM S PRIDE,44.67,0.56,44.51,44.92,44.07,998175
AXON ENTERPRISE INC.,365.0,10.94,367.27,370.36,359.31,997595
LAUREATE EDUCATION INC.,14.93,2.68,14.58,14.94,14.48,993456
QUINSTREET INC.,17.07,18.08,19.0,19.0,17.0,989248
CHESAPEAKE ENERGY,72.52,0.12,72.6,73.15,71.65,984751
POWERFLEET INC.,4.64,11.9,4.77,4.9,4.47,981509
SPROUTS FARMERS MARKET INC.,96.28,0.38,95.59,96.9,94.15,981278
NORTHERN TRUST CORP.,84.29,0.95,83.43,84.46,83.43,975521
PRINCIPAL FINANCIAL GROUP INC,74.78,0.47,74.61,75.02,74.13,974514
VIR BIOTECHNOLOGY INC.,8.71,1.04,8.61,8.82,8.5,969338
EVERQUOTE INC.,21.85,15.41,23.1,23.34,21.38,966575
CRINETICS PHARMACEUTICALS INC.,47.64,16.11,48.36,50.47,47.16,965885
ARCELLX INC.,59.05,12.31,53.7,59.87,53.7,965353
TAYSHA GENE THERAPIES INC.,2.09,10.48,2.13,2.15,2.04,965160
NEWMARK GROUP INC.,12.27,10.32,12.35,12.42,12.12,964690
FIBROGEN INC,0.409,17.21,0.4261,0.4382,0.408,963753
GOGO INC.,7.63,11.42,7.75,7.83,7.43,963499
URANIUM ROYALTY,2.07,11.9,2.12,2.14,2.07,962312
AIR TRANSPORT SERVICES GROUP,15.56,17.35,14.79,15.57,14.57,959562
AVEANNA HEALTHCARE HLD.,4.71,3.97,4.66,5.07,4.6,959390
ACACIA RESEARCH,4.58,16.91,4.8,4.8,4.36,954804
ATRICURE INC.,20.91,12.7,21.57,21.84,20.44,951423
ASML HOLDING N.V. NEW YORK REGISTRY SHA,860.55,11.84,855.23,865.3,848.54,950463
LUMENTUM HOLDINGS INC.,43.25,10.21,43.22,43.66,42.05,950309
B. RILEY FINANCIAL INC.,16.95,12.42,17.0,18.05,16.82,947950
TWIST BIOSCIENCE,43.97,13.19,45.64,46.16,43.85,944659
YOSHITSU CO. LTD ADS,0.617,6.53,0.6122,0.649,0.581,942610
UDEMY INC.,7.2,10.28,7.28,7.36,7.05,942157
ONCONETIX INC.,0.1382,3.44,0.1334,0.1448,0.1301,942018
H WORLD GROUP LTD.,28.77,10.35,28.98,29.2,28.47,941714
AMARIN CORP.,0.6275,14.29,0.651,0.6568,0.623,938010
XOMETRY INC.,16.04,0.25,15.64,16.25,14.68,937687
DENNY S CORP.,5.81,0.35,5.82,5.88,5.73,935925
CYBERARK SOFTWARE,273.72,3.84,265.0,274.67,263.78,934482
VNET GROUP INC. ADS,2.05,11.41,1.83,2.06,1.78,932125
QUIDELORTHO CORP.,41.62,0.53,41.38,41.92,40.5,931348
CHORD ENERGY CORP.,151.16,0.07,152.32,152.9,150.5,922432
FLYWIRE CORP.,18.0,13.79,18.69,18.71,17.99,921440
DESIGN THERAPEUTICS INC.,4.24,4.43,4.06,4.61,4.02,921323
SHAPEWAYS HOLDINGS INC.,0.3,0.0,0.3,0.34,0.3,920491
ULTA BEAUTY INC.,322.17,11.51,325.86,327.78,321.82,919617
SS&C TECHNOLOGIES HLD.,70.68,0.81,70.08,70.8,69.6,915129
PHATHOM PHARMACEUTICALS INC.,11.75,0.0,11.88,11.99,11.36,913444
CRYOPORT INC.,8.23,0.86,8.44,8.56,8.09,902042
FORWARD AIR CORP.,26.0,14.55,27.63,28.13,25.91,900794
REKOR SYSTEMS INC.,1.45,13.33,1.52,1.56,1.43,899852
CROCS INC.,132.27,0.39,131.73,132.74,129.48,899760
BRIGHT GREEN CORP.,0.242,2.54,0.238,0.2698,0.2331,897952
ZSCALER INC.,174.36,1.54,171.71,174.98,171.11,896130
CAMTEK,92.95,3.15,90.56,93.96,89.97,893791
AURINIA PHARMACEUTICALS INC,5.4,11.28,5.45,5.51,5.32,890092
HOUR LOOP INC.,1.1,30.95,0.97,1.26,0.92,889738
VENTYX BIOSCIENCES INC.,2.07,4.55,2.16,2.17,2.03,889488
GROWGENERATION CORP.,1.81,18.59,1.92,1.95,1.78,888240
WEIBO CORP.,7.84,0.0,7.83,7.87,7.75,885103
INMODE,16.12,13.93,16.8,16.86,16.05,884253
AMC NETWORKS INC.,9.74,15.44,9.75,10.7,9.33,884064
PLAYTIKA HOLDING,6.95,11.14,7.01,7.14,6.9,882106
LIBERTY GLOBAL LTD.,18.97,0.69,18.96,19.03,18.74,880985
LIBERTY MEDIA CORP.,21.35,0.76,21.21,21.49,21.01,880396
SKYWATER TECHNOLOGY INC.,8.29,11.78,8.4,8.63,8.18,879072
CARDIFF ONCOLOGY INC.,2.38,11.74,2.16,2.6,2.15,877759
AUTODESK INC.,240.44,0.48,238.16,242.28,237.84,876398
E.W. SCRIPPS CO.,2.37,119.93,2.8,2.95,2.37,870388
ACADIA HEALTHCARE CO.,71.58,10.17,71.68,72.7,70.27,869986
FTC SOLAR INC.,0.2452,13.16,0.2633,0.2696,0.245,868359
GOLAR LNG LTD.,32.97,0.86,32.75,33.23,32.61,864153
AMYLYX PHARMACEUTICALS INC.,1.9,5.56,1.82,1.93,1.77,863670
TPG INC.,46.06,1.66,45.48,46.24,45.16,863545
SLM CORP.,20.62,0.83,20.43,20.74,20.4,862604
ORGANOGENESIS HLD.,2.55,12.67,2.8,3.12,2.51,861548
EUROPEAN WAX CENTER INC.,7.23,15.61,7.64,7.75,7.19,860532
EYEPOINT PHARMACEUTICALS INC.,8.75,14.48,8.97,9.13,8.53,858601
MEREO BIOPHARMA GROUP PLC ADS,3.78,10.79,3.82,3.89,3.77,857988
REVOLUTION MEDICINES INC.,42.9,2.19,42.0,43.1,41.74,855890
OPEN LENDING CORP.,5.5,0.55,5.02,5.53,4.88,854909
QORVO INC.,106.2,10.82,104.94,107.36,104.89,854451
SYNOPSYS INC.,524.73,1.88,512.28,526.32,512.28,852935
ADVANTAGE SOLUTIONS INC.,3.66,12.66,3.76,3.78,3.55,849578
MIRA PHARMACEUTICALS INC.,2.1,10.94,2.07,2.15,2.0,848797
HAWAIIAN HOLDINGS INC.,13.68,6.96,12.74,13.72,12.74,845600
ATLANTICA SUSTAINABLE INFRASTRUCTURE PL,22.11,0.0,22.14,22.15,22.1,845010
CARIBOU BIOSCIENCES INC.,1.94,13.96,2.02,2.07,1.92,843997
WEATHERFORD INTERNATIONAL PLC,108.31,1.8,106.12,108.68,105.3,842152
NOVOCURE LTD.,18.69,13.11,19.21,19.45,18.51,840636
CHEETAH NET SUPPLY CHAIN SERVICE,0.2236,2.15,0.22,0.2379,0.2189,837526
BLADE AIR MOBILITY INC.,3.01,17.38,3.25,3.25,2.93,832296
CONTEXTLOGIC INC.,5.36,10.56,5.13,5.38,4.93,832240
ERASCA INC.,2.4,13.61,2.51,2.59,2.33,832113
INTEGRA LIFESCIENCES HLD.,21.8,0.09,21.78,22.12,21.48,831664
MKS INSTRUMENTS INC.,108.13,11.67,107.0,109.07,105.5,830675
BIO-TECHNE CORP,71.77,12.18,72.98,73.42,71.48,829674
HALOZYME THERAPEUTICS INC.,55.2,1.36,54.39,55.88,54.15,827455
ZYMEWORKS INC.,10.12,10.78,10.2,10.36,10.09,825762
LONGBOARD PHARMACEUTICALS INC.,35.09,15.14,36.99,38.81,33.0,824749
SMART GLOBAL HLD.,19.17,10.93,19.39,19.61,18.93,824531
THE HAIN CELESTIAL GROUP INC.,7.08,14.07,7.36,7.37,6.97,824152
CAREDX INC.,27.03,11.31,27.41,28.05,26.71,824011
SYNDAX PHARMACEUTICALS INC.,20.04,0.25,20.0,20.23,19.65,823118
REMITLY GLOBAL INC.,13.61,10.44,13.69,13.76,13.43,821905
GRAIL INC.,16.16,17.39,17.48,17.8,15.35,816733
POPULAR INC.,95.44,0.03,95.35,96.47,94.93,816319
FIRST SOLAR INC.,211.8,10.62,210.13,213.7,207.0,814977
EASTERN BANKSHARES INC.,14.95,10.73,15.06,15.11,14.85,813135
CAPITOL FEDERAL FINANCIAL INC.,5.62,10.88,5.65,5.7,5.49,810407
ASLAN PHARMACEUTICALS,0.6,0.0,0.65,0.68,0.6,806352
DYNE THERAPEUTICS INC.,43.6,1.23,43.51,44.22,41.87,803910
STEEL DYNAMICS INC.,119.43,10.65,120.21,120.37,118.88,803622
INTUIT INC.,630.2,0.65,625.0,634.79,622.2,802793
GAMING AND LEISURE PROPERTIES,49.34,0.02,49.44,49.56,49.23,802521
SAFETY SHOT INC.,0.7229,4.77,0.69,0.7237,0.66,802245
VEECO INSTRUMENTS INC.,36.48,1.76,35.87,36.8,35.65,802234
ITERUM THERAPEUTICS PLC ORD.,1.18,11.32,1.08,1.33,1.08,801956
OATLY GROUP AB ADS,0.8711,10.54,0.9,0.914,0.852,792777
VERTEX PHARMACEUTICALS INC.,468.45,0.53,465.05,469.43,462.13,791680
ALTO INGREDIENTS INC.,1.39,12.8,1.43,1.45,1.34,791071
CETUS CAPITAL ACQUISITION,0.3499,0.0,0.3695,0.38,0.3,790634
AMERICAN SUPERCONDUCTOR,19.98,11.67,20.4,20.84,19.26,789330
CHARTER COMMUNICATIONS INC.,364.41,0.13,361.76,367.31,357.97,788170
LEGEND BIOTECH CORP.,55.9,11.77,58.9,58.9,55.0,786690
MIDCAP FINANCIAL INVESTMENT,13.12,11.65,13.29,13.34,13.02,786087
REGENCY CENTERS,70.41,0.74,70.06,70.49,69.72,785757
IONIS PHARMACEUTICALS INC.,46.55,12.02,47.5,47.58,46.35,782704
LASER PHOTONICS,3.24,0.93,3.12,3.75,3.1,782382
SENSUS HEALTHCARE INC.,6.39,1.43,6.51,6.92,5.62,779240
SURGERY PARTNERS INC.,29.74,10.8,29.75,30.0,29.2,778445
BRIDGEBIO PHARMA INC.,24.43,10.2,24.44,24.72,24.05,777038
